PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,isOutlier,outlierReasons,isUnlikelyGameEvent,unlikelyGameEventReasons,Forward Move,Forward Move WIN Score,Pelvis Total Rotation Range,Pelvis Total Rotation Range WIN Score,Upper Torso Total Rotation Range,Upper Torso Total Rotation Range WIN Score,Negative Move,Negative Move WIN Score,Pelvis Direction at Contact,Pelvis Direction at Contact WIN Score,Max Hip-Shoulder Separation,Max Hip-Shoulder Separation WIN Score,Pelvis Load,Pelvis Load WIN Score,Stride Length,Stride Length WIN Score,Upper Torso Direction at Contact,Upper Torso Direction at Contact WIN Score,Upper Torso Load,Upper Torso Load WIN Score,Hip-Shoulder Separation at Foot Down,Hip-Shoulder Separation at Foot Down WIN Score,Hip-Shoulder Separation at Contact,Hip-Shoulder Separation at Contact WIN Score,SideBendAtFootDown,SideBendAtFootDown WIN Score,ForwardBendAtFootDown,ForwardBendAtFootDown WIN Score,SideBendAtContact,SideBendAtContact WIN Score,ForwardBendAtContact,ForwardBendAtContact WIN Score,TrunkAxisTiltAtFootDown,TrunkAxisTiltAtFootDown WIN Score,TrunkAxisTiltAtContact,TrunkAxisTiltAtContact WIN Score,PelvisMaxAngularVelocity,PelvisMaxAngularVelocity WIN Score,ShoulderMaxAngularVelocity,ShoulderMaxAngularVelocity WIN Score,ArmMaxAngularVelocity,ArmMaxAngularVelocity WIN Score,CenterOfMassDistributionAtNegativeMove,CenterOfMassDistributionAtNegativeMove WIN Score,CenterOfMassDistributionAtFootDown,CenterOfMassDistributionAtFootDown WIN Score,MaxCenterOfMassDistribution,MaxCenterOfMassDistribution WIN Score
88,2026-09-15,16:29:34,2,4,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Mann, Ian",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,3,0,Fastball,Fastball,BallCalled,,,Walk,0,0,,89.3,-4.93,5.27,2259.97,136.99,10:30,6.72,-3.06,6.0,-17.98,18.89,-14.59,0.56,0.69,80.18,-8.28,2.54,,,,,,,,,,,,,9.83,12.08,2.65,50.0,6.32,-11.45,-128.85,-11.71,15.63,31.32,-12.98,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,bc7039ad-6650-f127-6c0d-e613bf605f84,89.55,6.72,-3.06,-4.95,5.36,80.38,0.56,0.7,-8.29,2.63,0.44,-15.42,18.02,15.05,60.96,2182.41,586.97,96.57,-0.71,0.26,0.66,,,,,,,,,,,,,,,,,1.0,,,,medium,high,35.13,3.96,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2026-09-15,16:30:10,3,1,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Resing, Matt",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,0,0,,Cutter,,,,,,,,81.72,0.68,2.7,2376.13,187.15,12:15,6.41,-2.42,6.0,-36.23,7.55,1.55,4.03,0.24,72.94,-6.13,3.0,,,,,,,,,,,,,0.15,3.9,2.21,50.0,6.44,-5.64,-118.64,0.41,0.19,28.32,-26.96,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,cbd7efd1-dde2-fbb1-04a8-156bc39a884a,81.97,6.4,-2.43,0.74,2.75,73.13,4.03,0.25,-6.05,3.04,0.48,1.12,5.3,80.68,7.77,384.72,2344.78,16.19,-0.16,0.99,-0.02,,,,,,,,,,,,,,,,,1.0,,,,medium,high,96.99,-29.27,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2026-09-15,16:30:52,3,2,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Resing, Matt",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,1,0,,Fastball,,,,,,,,89.24,-2.45,4.62,2300.93,136.96,10:30,6.62,-3.26,6.0,-18.39,18.34,-14.21,2.78,-0.1,79.78,-5.89,1.95,,,,,,,,,,,,,9.44,10.94,2.91,50.0,6.41,-10.01,-129.22,-6.1,15.05,32.12,-14.73,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,6557fef8-804d-3666-eb9a-98ae72fabb94,89.5,6.62,-3.27,-2.48,4.71,79.99,2.78,-0.1,-5.91,2.04,0.44,-15.05,17.38,20.5,52.64,2155.17,805.91,93.67,-0.68,0.35,0.64,,,,,,,,,,,,,,,,,0.98,,,,medium,high,42.63,-1.66,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2026-09-15,16:31:15,3,3,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Resing, Matt",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,1,1,,Fastball,,,,,,,,91.01,-1.43,2.49,2378.25,140.27,10:45,6.77,-3.1,6.0,-16.34,18.84,-13.46,4.07,-1.88,81.18,-4.5,-0.04,,,,,,,,,,,,,8.3,10.88,2.91,50.0,6.65,-5.34,-132.15,-3.81,13.8,34.24,-14.09,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,c2f3bacb-0c78-9d7b-1f8b-c5ed544ae739,91.28,6.78,-3.11,-1.47,2.58,81.4,4.07,-1.88,-4.52,0.04,0.43,-14.26,17.91,19.78,54.66,2237.99,804.65,94.1,-0.72,0.34,0.6,,,,,,,,,,,,,,,,,1.0,,,,medium,high,40.8,-4.43,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2026-09-15,16:31:32,3,4,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Resing, Matt",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,2,1,,Fastball,,,,,,,,91.29,-4.64,2.49,2289.21,142.27,10:45,6.61,-2.61,6.0,-15.29,19.79,-13.1,0.96,-1.36,81.86,-7.49,0.03,,,,,,,,,,,,,8.07,12.51,2.42,50,6.23,-5.35,-132.2,-11.22,13.47,33.52,-11.3,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,d9090696-0f9e-fb38-a0f4-1727a0415a91,91.55,6.61,-2.62,-4.68,2.57,82.08,0.96,-1.36,-7.51,0.11,0.43,-13.83,18.97,12.51,83.19,2234.88,495.82,97.63,-0.77,0.22,0.6,,,,,,,,,,,,,,,,,0.98,,,,medium,high,15.13,62.68,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2026-09-15,16:31:54,3,5,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Resing, Matt",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,1,3,1,Fastball,Fastball,InPlay,,LineDrive,HomeRun,0,2,,90.97,-3.55,4.11,2309.01,139.85,10:45,6.52,-3.08,6.0,-16.19,19.15,-13.63,1.83,-0.36,81.44,-6.58,1.55,,107.07,18.23,-10.22,2370.34,35.95,,,399.38,,-7.54,4.62,8.93,11.77,2.77,50.0,6.23,-9.04,-131.69,-8.69,14.79,33.23,-12.67,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,81d7d99d-6243-8b7f-a691-c3ee13d5d0e3,91.23,6.52,-3.09,-3.58,4.19,81.65,1.82,-0.35,-6.6,1.63,0.43,-14.4,18.31,16.72,52.6,2211.37,664.35,95.77,-0.73,0.29,0.62,-18.05,100.08,33.5,0.47,0.53,1.62,-52.43,395.92,-2.44,114.77,1.89,0.98,0.13,-0.15,,,0.9,,1.0,63.15,medium,high,42.66,-0.96,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,0.84,5,83.73,3,118.52,3,-0.06,5,-15.31,5,43.54,3,3.62,2,0.54,5,-6.61,5,15.92,5,34.85,2,12.58,3,26.3,,-9.3,,18.4,,-4.9,,28.1,,19,,555.23,,902.67,,797.16,,20.3,,38.8,,48.2,
94,2026-09-15,16:32:41,4,1,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Geers, Jack",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,0,0,,Fastball,,,,,,,,90.67,-3.07,5.0,2263.38,141.96,10:45,6.75,-3.11,6.0,-16.16,19.47,-12.73,2.51,0.54,81.09,-6.09,2.62,,48.58,40.65,72.22,5004.1,7.6,,,117.73,,76.27,2.49,8.75,11.77,2.72,50.0,6.5,-11.09,-131.16,-7.55,14.38,32.93,-12.82,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,3dd6e3af-150d-4a82-2f1f-5631c2550b42,90.93,6.76,-3.12,-3.1,5.08,81.31,2.51,0.54,-6.11,2.69,0.43,-13.47,18.63,19.39,65.51,2135.03,751.37,94.33,-0.74,0.33,0.58,35.1,11.26,31.65,-0.68,4.19,2.59,114.37,27.94,-4.23,-14.85,-0.39,0.33,0.71,-0.62,,,1.0,,0.91,9.08,medium,high,31.04,23.23,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,0.91,5,91.48,4,103.35,5,-0.04,5,-9.41,4,29.22,5,18.09,5,0.61,4,-11.68,4,23.59,4,25.97,3,-1.65,5,18.9,,-4.7,,19.2,,-5.9,,19.5,,20.2,,693.8,,899.53,,813.41,,17.4,,39.3,,53.1,
95,2026-09-15,16:33:08,4,2,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Geers, Jack",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,0,1,,Changeup,,,,,,,,84.21,-1.29,6.41,1853.76,116.51,10:00,6.32,-3.86,6.0,-29.89,11.53,-19.34,2.61,0.58,75.34,-6.88,2.8,,102.77,31.99,-38.55,3380.92,62.93,,,366.44,,-54.7,4.96,12.88,6.79,3.36,50,6.2,-13.12,-121.66,-3.62,18.21,28.35,-22.58,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,86979765-86ea-9ded-39d8-795c45770b79,84.44,6.32,-3.86,-1.26,6.51,75.52,2.61,0.58,-6.84,2.89,0.46,-20.29,9.86,-10.37,52.37,1823.49,-333.62,98.37,-0.44,-0.18,0.88,-54.32,68.16,54.45,-0.29,2.71,2.7,-299.05,211.76,-86.35,-57.86,0.77,0.73,-0.03,0.68,,,0.99,,0.99,58.94,medium,high,42.87,-38.8,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,0.85,5,88.0,3,99.47,5,-0.01,3,-11.1,5,31.4,5,19.83,5,0.56,5,-16.24,4,22.81,4,30.04,2,-5.81,4,20.3,,-4.8,,17.1,,-7.3,,20.9,,18.7,,724.31,,940.62,,960.34,,17.4,,36.9,,46.7,
96,2026-09-15,16:33:38,4,3,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Geers, Jack",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,0,2,,Fastball,,,,,,,,89.52,-0.97,3.54,2273.09,137.78,10:30,6.37,-3.44,6.0,-17.74,18.66,-14.67,3.98,-1.34,79.81,-4.3,0.78,,,,,,,,,,,,,9.33,10.61,3.17,50.0,6.29,-7.58,-129.89,-2.74,15.0,32.95,-15.12,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,f0f5dd26-bd1d-e2c6-4c39-d5caee66258f,89.78,6.37,-3.45,-1.0,3.62,80.02,3.98,-1.33,-4.32,0.86,0.43,-15.51,17.65,13.51,49.69,2210.2,530.99,97.23,-0.72,0.23,0.65,,,,,,,,,,,,,,,,,0.99,,,,medium,high,45.28,-13.18,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2026-09-15,16:33:55,4,4,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Geers, Jack",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,,3,Top,1,1,2,,Slider,,,,,,,,77.27,2.97,0.51,2386.38,299.59,4:00,5.87,-2.6,6.0,-51.76,-2.69,11.4,4.35,-1.18,68.89,-6.77,2.66,,,,,,,,,,,,,-6.09,-2.6,2.56,50.0,6.08,-1.29,-112.14,4.46,-7.25,25.67,-35.27,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,0e2bae88-3730-8cb3-0db3-30a934d8b94c,77.47,5.86,-2.6,3.11,0.51,69.02,4.36,-1.18,-6.62,2.66,0.5,11.35,-6.01,59.75,7.48,1202.1,2061.5,50.37,0.25,0.86,-0.44,,,,,,,,,,,,,,,,,1.0,,,,medium,high,83.27,34.86,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2026-09-15,16:34:15,4,5,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Geers, Jack",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,1,2,2,Slider,Slider,StrikeCalled,,,StrikeoutLooking,1,0,,77.1,1.02,1.03,2360.81,301.82,4:00,6.1,-2.34,6.0,-52.59,-3.34,12.63,2.68,-0.32,69.09,-8.84,3.42,,,,,,,,,,,,,-6.56,-2.23,2.25,50.0,6.15,-2.35,-112.01,0.62,-7.78,25.91,-34.82,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,31e1f0c5-a8a1-c399-a867-c818a260660f,77.29,6.09,-2.34,1.17,1.03,69.21,2.69,-0.32,-8.68,3.41,0.5,12.65,-6.78,57.26,47.59,1276.65,1985.85,54.08,0.29,0.84,-0.46,,,,,,,,,,,,,,,,,0.99,,,,medium,high,47.17,-13.89,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2026-09-15,16:34:41,5,1,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,2,0,0,Slider,Curveball,StrikeCalled,,,,0,0,,76.65,0.21,1.68,2343.35,308.37,4:15,5.88,-2.76,6.0,-53.17,-3.31,10.87,1.65,-0.28,68.85,-9.73,3.73,,,,,,,,,,,,,-5.34,-1.91,2.62,50.0,5.87,-3.54,-111.34,-0.96,-6.26,25.71,-34.41,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,986d536b-aaa2-ebe7-7baa-27d9b2227d3c,76.84,5.87,-2.76,0.36,1.69,68.97,1.66,-0.28,-9.58,3.73,0.51,10.75,-6.8,61.74,8.24,1109.48,2064.06,47.35,0.29,0.88,-0.37,,,,,,,,,,,,,,,,,0.98,,,,medium,high,82.59,33.9,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2026-09-15,16:34:58,5,2,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,2,0,1,Fastball,Fastball,StrikeCalled,,,,0,0,,89.16,-3.5,4.35,2338.92,140.63,10:45,6.47,-2.91,6.0,-17.3,19.49,-13.28,1.74,0.08,79.86,-6.73,1.86,,,,,,,,,,,,,8.82,11.94,2.57,50.0,6.19,-9.41,-129.05,-8.43,14.03,31.84,-13.18,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,8bcf9638-7eaa-096c-2f08-948babc0fc58,89.42,6.48,-2.91,-3.53,4.43,80.06,1.73,0.08,-6.75,1.94,0.44,-14.05,18.61,19.5,98.23,2204.82,780.6,94.27,-0.73,0.33,0.6,,,,,,,,,,,,,,,,,0.99,,,,medium,high,1.59,-47.53,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2026-09-15,16:35:15,5,3,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,2,0,2,Slider,Slider,BallCalled,,,,0,0,,79.68,-1.41,1.63,2418.86,292.71,3:45,6.34,-2.41,6.0,-45.34,0.77,9.16,1.24,-0.11,71.64,-9.87,3.36,,,,,,,,,,,,,-4.43,0.96,2.27,50.0,6.21,-3.55,-115.72,-4.07,-5.61,27.51,-30.96,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,f8052491-0a49-0edf-d151-7ba2cb85bed6,79.89,6.33,-2.41,-1.3,1.65,71.79,1.25,-0.11,-9.74,3.37,0.49,9.01,-2.19,72.2,49.44,739.41,2303.08,30.57,0.12,0.95,-0.28,,,,,,,,,,,,,,,,,1.0,,,,medium,high,45.5,3.06,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2026-09-15,16:35:36,5,4,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,2,1,2,Slider,Curveball,Foul,,,,0,0,,79.25,-0.73,2.0,2367.92,313.58,4:30,5.88,-2.47,6.0,-50.01,-3.33,9.54,1.03,0.2,71.22,-10.06,3.8,,,,,,,,,,,,,-4.49,-1.56,2.31,50.0,5.8,-4.27,-115.09,-2.8,-5.61,27.52,-34.12,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,f55933e1-18b6-fc06-2c6a-4ef1523b5a46,79.45,5.87,-2.47,-0.59,2.02,71.35,1.04,0.2,-9.92,3.81,0.49,9.37,-6.6,64.88,58.92,1005.05,2144.05,42.44,0.29,0.91,-0.31,,,,,,,,,,,,,,,,,0.99,,,,medium,high,36.97,32.57,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,0.98,5,78.7,2,102.03,5,-0.05,5,-21.39,5,48.77,2,15.37,5,0.62,4,-26.33,3,23.6,4,42.46,0,17.4,2,30.6,,-3.8,,34.5,,14.5,,30.9,,38.3,,351.47,,708.32,,852.32,,21.9,,45.6,,61.8,
103,2026-09-15,16:36:00,5,5,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,2,1,2,Changeup,Fastball,Foul,,,,0,0,,84.63,-2.74,4.33,1855.37,118.1,10:00,6.42,-3.36,6.0,-28.82,12.03,-18.93,1.44,-0.86,75.93,-8.12,0.77,,,,,,,,,,,,,11.94,7.59,3.03,50.0,6.19,-8.73,-122.57,-6.71,17.11,29.1,-21.3,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,0ec4ffc7-76ed-dabb-ee59-25ebf9d45176,84.86,6.42,-3.36,-2.71,4.42,76.11,1.44,-0.86,-8.08,0.87,0.46,-19.83,10.36,-12.69,30.37,1810.03,-407.63,97.56,-0.46,-0.22,0.86,,,,,,,,,,,,,,,,,0.97,,,,medium,high,117.33,-17.14,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2026-09-15,16:36:29,5,6,"Lange, Tannis",YAK:LA:TA:9e782613-0d72:0411619,Right,YAK:NKUHOM:9e782613-0d72:0744411,"Marushi, Brady",YAK:MA:BR:9e782613-0d72:0325650,Right,YAK:THOMAS:9e782613-0d72:0936209,Stretch,3,Top,2,1,2,Fastball,Fastball,BallCalled,,,,0,0,,90.08,-2.19,2.62,2326.57,143.01,10:45,6.44,-2.8,6.0,-16.22,19.69,-12.72,3.02,-1.41,80.47,-5.24,0.22,,,,,,,,,,,,,7.93,11.61,2.61,50.0,6.26,-5.58,-130.74,-5.51,12.92,33.28,-13.26,YAK:NKUHOM:9e782613-0d72:0744411,YAK:THOMAS:9e782613-0d72:0936209,,,,b8025265-b0e8-4bba-9e12-d05e1860d054,7918fd15-c838-18cf-861b-6fa7d2660e7e,90.34,6.44,-2.81,-2.23,2.69,80.68,3.02,-1.4,-5.26,0.3,0.43,-13.47,18.78,17.7,76.17,2216.47,707.24,95.27,-0.76,0.3,0.57,,,,,,,,,,,,,,,,,0.99,,,,medium,high,21.45,-6.63,54.5,"Turner, Tyler",YAK:TU:TY:9e782613-0d72:0703730,YAK:NKUHOM:9e782613-0d72:0744411,2022-11,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
